0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-49.303320361172254,-53.70422963410026,-47.611621033868815,-54.61956532630706,-55.186009059405144,-53.893717274495536,-58.33816472130194,-46.24902534538313,-50.50547294876945,-50.68791940048168,-53.676958035972,-55.059541981549934,-48.76203295019382,-54.59198379488252,-48.88372809360327,-56.31066382501641,-49.26770193997291,-55.15455479577218,-40.573669278766715,-46.508933742636714,-53.131713239791864,-54.95765446777061,-53.97227989516226,-51.125769017253205,-47.88880707104412,-50.58428082477886,-54.158161593196,-45.554821934611795
-49.67215407943977,-53.9228318081733,-47.787652278482646,-55.68174493776438,-53.711093099305735,-54.49610426228262,-58.5658273294316,-47.06577600851808,-50.50798406308805,-49.91337880352188,-56.80876983578067,-53.91578303269721,-46.606129006851845,-55.07330487017808,-47.22614697645036,-57.162534122363546,-62.80913528713981,-53.538866177745646,-49.07271694625566,-48.59032708619034,-53.176197941463776,-55.21352415659656,-55.247416024354315,-51.49860332640971,-46.42178548271696,-50.029855959753334,-52.8410923819741,-47.114441828209074
-49.803835125267916,-55.568176008808116,-47.20760800029773,-55.88712578574978,-54.58284044261797,-54.92749007738257,-56.95843204106234,-46.0412681276777,-51.408839551993196,-49.682175745645765,-55.0184451642215,-54.33211037268585,-55.02274597092207,-53.4990064273974,-46.30153960259188,-59.64641352160294,-59.23138819375477,-54.898054061656026,-59.73195600901826,-46.23412590784769,-51.95772935869858,-55.33132472073409,-53.462087288474066,-49.904517488533735,-48.82156699340626,-50.199769738304205,-53.59331105456467,-45.480044640953665
-49.57651466017379,-55.58124774458265,-47.92474129027674,-54.181187267750786,-55.102712443059566,-55.144647536779125,-56.8062345115514,-45.40999177803711,-52.4134921393521,-49.99827241324721,-56.66505432317946,-53.73905474520076,-57.503673429259564,-54.22144590506934,-46.50937300094073,-55.62146674784957,-57.442412387637646,-54.20413076737915,-58.61620512707676,-47.888740898472996,-51.78843830881657,-56.26513776227456,-53.732261499562014,-49.27528266024493,-46.87304992281299,-50.70993779758111,-56.42245846906406,-47.60310692370695
-51.02614802746879,-54.14453939922682,-47.114904384192776,-54.251336060689795,-52.973176170318716,-57.2423350917431,-55.912855587596646,-46.15748860275241,-51.64384536468186,-50.81298230291559,-56.29502844587562,-52.81524987201163,-60.318304558292574,-54.52708268340496,-48.8608340215226,-56.63854251660903,-53.37923160973588,-53.64203930328282,-53.69905396495252,-48.1714626385733,-51.460599853465276,-54.71702096297762,-54.456467614909506,-49.13051910929505,-47.46567127685079,-48.52838984425775,-53.54765194767872,-44.51960167383202
-50.23623984379479,-54.354055534895224,-47.245168532637564,-55.85221087155101,-54.5078962041516,-54.38747733856525,-57.3319884763991,-46.830727006893184,-52.34546649664531,-49.49370683926642,-56.41493069217138,-53.07986115744858,-53.61921573586285,-56.40738413833814,-46.0509473535095,-57.23645163141112,-51.7632758392611,-54.74966484070651,-51.78804356841308,-47.59938040458534,-51.31742032147726,-55.25698827050787,-55.20235758205551,-49.77381506367457,-50.208782944930235,-48.573934686223126,-55.15934626008047,-46.483255088475914
-48.40298904762998,-54.06104239088529,-48.37723212937719,-54.83729501210459,-56.89345683939154,-55.8571662830195,-55.591418011212205,-46.57567667717743,-49.51041086901222,-50.65075656026028,-55.97287515346477,-55.359778869579884,-53.33776004175595,-56.14758461000519,-49.93763045102484,-57.96674572779653,-59.47744873602005,-52.84512225007361,-54.72223870590517,-48.761139849392265,-50.38353247744923,-55.69577303801463,-54.81011674852176,-48.246219916750164,-49.92989069910742,-48.50555218699589,-55.741897267335105,-45.31254153777292
-48.644083938198314,-56.083070184694,-47.452328135183684,-56.66554597939346,-54.09677327701607,-55.947652224534274,-56.384757743310765,-46.186660539227105,-51.43322104160895,-50.4876391826305,-56.00541570096966,-54.29077055573864,-55.32512563633731,-53.7628827392782,-47.60528876735607,-57.45727322328882,-54.00571370427911,-54.78908594868622,-67.5740908203407,-48.121961924493036,-54.119829099017686,-54.26210851104696,-55.165020371038246,-49.601437280902594,-49.08746471768849,-49.26510300496913,-53.84645226134785,-45.720935958497236
-49.45550011842774,-54.28856851989247,-49.17854291826261,-56.380538280723286,-52.50147049929189,-55.08184092083498,-56.42726933881418,-47.98906173705032,-52.61271321575319,-48.852081894193915,-55.494484029389,-54.54037103057423,-58.39361585079739,-57.64980466033066,-48.257611215728,-56.51783222202235,-61.47052247139613,-54.80557355081841,-46.209058114319596,-47.51903951130571,-51.3942028399359,-53.57122907875734,-55.14975339658774,-49.918051087324436,-49.58553885410484,-51.14089623056263,-54.432175159727485,-45.7477867695188
-49.153438291409486,-53.78817694125227,-47.01689745282363,-54.17803249427331,-55.746383512710686,-54.834764758349365,-57.310947252385,-44.85977641310667,-50.60597412819098,-49.032806659869884,-54.37955107295218,-54.832558215939876,-56.98293122153672,-55.72638097316401,-48.31171228186489,-56.876157424581024,-61.01339847722417,-52.54512006946335,-54.97916456291024,-46.68935384661197,-52.57826807124107,-53.523440741518854,-55.17324538953017,-50.64645575897926,-46.89774900181391,-48.67841655929554,-53.46287689732448,-46.037593449477896
-49.463555238966805,-53.90115210857518,-47.32151775986014,-55.875688990137,-54.96862129449169,-54.28369544474441,-56.66851226247777,-46.50435769299363,-52.282798147401,-49.528404525258495,-55.4433100625737,-52.44001433832508,-55.021950117861174,-55.388775114547286,-48.47852364225013,-57.47715803872551,-49.6823402318118,-53.06793189832128,-47.55912908850745,-47.929474121397895,-53.689652032382305,-55.8050170373606,-53.25015227631489,-50.93313974986651,-49.970944517919804,-49.298252404291624,-54.20274143292055,-47.26186640081509
-49.596754472906085,-54.15324093614846,-47.89985236677259,-56.26493120180861,-54.13889766547825,-54.98889975235934,-57.175254246747095,-45.8101994243495,-53.47119012742685,-50.780421078786084,-55.671585423840355,-53.93406407808485,-50.70939050607369,-55.74710846847148,-48.95750304293465,-59.164433083817336,-51.993617252761275,-52.758799937299536,-55.76740023870046,-47.79303237035742,-50.23328903644379,-54.61373224935378,-56.01157360355972,-49.58166573577231,-47.15880056205156,-50.55491616530321,-54.72010963768054,-46.20196747122349
-49.651021670704104,-52.9112585155397,-48.693077167467735,-55.28807907337067,-55.14022015182844,-55.0002321884835,-56.59454062655873,-46.408153269661454,-51.58061618380834,-53.0887368250694,-53.86619967265329,-53.97300714559256,-55.61131398911896,-53.5312382931748,-46.847228354007065,-56.67968343390721,-40.231652024532565,-54.58283681853124,-45.55964133092962,-46.63426697462101,-52.88307868535667,-53.844119916491614,-55.187887654222,-51.08283361415985,-46.87701053036128,-50.71091276400276,-54.07354410161571,-46.405584482795355
-51.17248694491844,-56.3845767764605,-48.55329447588895,-54.531127595723284,-54.82321352878957,-56.16862017739912,-59.405469154417,-46.50631544518965,-51.740813721280915,-49.491875480737136,-55.83003580202157,-56.04534545120538,-54.07302918336793,-54.46401101308064,-48.44050207684777,-57.99267171084389,-60.01181089023262,-55.62089137777397,-60.41853089141852,-48.604655655368255,-52.21958536490571,-54.222938120572145,-54.22575086796784,-48.934171239632576,-46.745388295836065,-49.8377257391395,-55.33864873179692,-45.906554804622544
-48.5166875649417,-54.86039214054074,-47.87773590680215,-55.05005397187241,-55.66551590776378,-55.612495092843695,-57.54048720589541,-46.244539139692016,-53.00026625237206,-49.47377748503575,-54.4327124110633,-54.775551503768405,-55.03964985219924,-54.88699375589651,-47.74171395587951,-57.56592961295424,-54.23476663512801,-53.79004217297912,-58.96414077724379,-49.221331650472194,-52.74179078461361,-54.54006131335601,-55.22811428041819,-48.91745674541515,-49.387116420977925,-49.07555446030324,-56.234747501786096,-44.178730493480124
-48.38195466283376,-54.85234457295256,-48.20868335208051,-55.2815687483812,-54.27762235134044,-56.819329784852386,-56.7131834454591,-46.33161175326177,-52.31822696112394,-51.32969366865017,-55.92912384174656,-53.56492682794209,-46.27085049588394,-55.27099966680377,-47.74486942035459,-57.33391968914039,-54.69900324561688,-52.783719267957096,-47.0470964448111,-48.84983119547107,-51.555649067575914,-54.98624651745333,-55.699276517099456,-49.8013968516458,-49.101865692555144,-47.43339798053962,-56.28630976430246,-47.34440644015434
-49.26956932473073,-53.345341745376786,-48.069822806630896,-57.2568373837494,-53.69009248304458,-52.93496678566069,-56.974816814852375,-46.69875404365275,-53.59475532207026,-50.56606737239388,-55.87787012920227,-54.646415081694435,-52.791996398138586,-55.31457475688335,-47.171449282141744,-58.18817124769479,-63.307504260495975,-53.53515678624669,-50.13216585130883,-47.37393977682611,-52.837511984800656,-55.67391014314759,-55.09879392767484,-48.664625386617494,-47.5029847252963,-50.362872456873035,-55.18039568556244,-45.7282176410571
-50.65050885838591,-52.63889433094553,-46.97883700632908,-54.489454142529866,-55.39381215867659,-56.25372879774398,-54.85390752229274,-47.075842569830996,-52.23614138477195,-50.60388487646265,-54.14002862552597,-53.99962455804207,-54.007715309571985,-54.3842744217787,-47.19324365339133,-56.37906111417801,-58.97275071755239,-54.05063200134949,-56.212720811885774,-50.370830295704934,-52.600569913903094,-55.69924540055387,-56.5604520488987,-50.28432830812741,-48.01558436334551,-50.20170438442419,-54.43790394081494,-47.0814503402609
-49.5342280460721,-54.30301790088441,-48.88619410308837,-54.40355287429818,-54.16386588012941,-54.469306990926675,-54.606800628316954,-44.93965473604121,-50.12741787857203,-48.9571001669983,-55.93376313796223,-56.12634126684827,-67.43612777513658,-53.96657484845892,-48.76642305134682,-56.525154297261686,-46.04592438574332,-53.84318209896262,-52.446501932331934,-48.71454362444507,-53.47259919458766,-54.277552089740865,-55.34040118796842,-51.439446533182064,-49.39810143457224,-50.355377284566515,-53.81533128326704,-46.69400448935326
-51.45847497727201,-52.384146340899505,-49.148503951444916,-55.41096612002181,-53.314140754086715,-55.868241154257085,-57.426527447013946,-45.59152590723178,-52.08505640815167,-49.687536804102514,-54.81009875376196,-53.259923571416,-55.25062173413078,-54.80679865502676,-47.55414170334571,-58.77657423353888,-59.78919635842651,-53.567534696167726,-54.578299718537124,-46.3445553815011,-53.180902245905024,-56.87671783327704,-54.377632049364514,-50.0580031880037,-48.32192339610509,-49.57099128671911,-54.13437429867741,-46.88649785129996
-50.40993272525568,-55.18351493426241,-47.36179188467015,-55.37902692999118,-54.81854086293506,-54.692183510061476,-57.416643524837255,-46.37057538263449,-51.14405369718754,-49.107377470708705,-55.31707480677973,-53.40106574398087,-64.61403077655531,-55.57649542934942,-46.989291931691184,-57.18226729407052,-55.28210947591772,-53.5013942764273,-55.879492081666974,-49.89890771768454,-52.53389489118907,-55.60708993641335,-55.16346133369583,-50.540369067061434,-49.66343326915748,-49.20016455992307,-53.93484456721812,-46.43656168794517
-51.887780418124706,-55.125131225555954,-47.839039277185435,-54.74964561242806,-54.852773522028826,-53.85855255689458,-57.98368831446742,-46.870192780243926,-50.860264556079414,-50.30918494616722,-57.37174779978006,-56.03988322306246,-50.34136793660901,-55.162704523897595,-48.376909282679605,-56.335061135636394,-47.42193825125635,-54.48451294886986,-50.83244449797062,-49.713449242300214,-51.09436663374475,-55.84007175981697,-55.92129326212735,-50.17487100976818,-48.168799401173814,-50.0530724661829,-53.35407506078658,-45.40845806051292
-48.573081797532794,-55.40806733826022,-48.201608442962744,-55.9110204742822,-54.858310795125405,-53.976507618605034,-57.49356484233613,-45.36119878356457,-52.368037645547076,-50.030874688908334,-55.90862907087999,-53.861878960605566,-47.78328576743973,-55.00739430527061,-46.72416610650264,-57.63874434120021,-56.90556130582982,-53.65111634956225,-58.44395897128351,-47.36214021692785,-52.649710405763905,-55.92500602368763,-55.82492884840866,-50.672167273595775,-46.82629722718401,-49.60988891537232,-51.741041252520766,-46.533114244520824
-49.3129029263926,-52.96865755904427,-49.34364937641097,-55.122321067215985,-52.82147670218879,-54.285886105819095,-55.97854252611838,-45.59028458371902,-52.212232745406546,-50.71700692454151,-55.549030305894846,-54.43212152569545,-55.41496470406008,-53.3056748116989,-48.67525778048158,-58.87687414683296,-42.32951766145145,-52.56220774126649,-55.567646167175354,-49.56660511159248,-53.6791037897795,-56.39000945213716,-55.77073393734818,-50.85631586754648,-49.682491090251176,-49.29555503457092,-53.170913300098576,-45.2224679660837
