0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-49.56447716012721,-54.60837344576099,-48.15510394637955,-55.803749856287205,-53.847030267089956,-56.181886072962975,-57.48433368022947,-45.58280016077793,-51.80640053531421,-50.622643825539896,-53.72296057275473,-54.22264798564375,-54.50102738108937,-54.56214542988128,-48.242016893858526,-56.331137653643005,-56.36549657361324,-55.420523016662685,-53.91783585065131,-50.431874419754294,-51.01057128248091,-57.74242200409061,-56.01466848838355,-48.628961567636786,-48.47102289613568,-49.42749263418515,-54.27965951376772,-46.74066690129505
-49.21642898848464,-52.89161880256326,-48.20086100876151,-56.403893535882894,-54.170285620874594,-55.01482796841935,-57.27656437744019,-45.0958345894022,-51.30941736687132,-51.73713852064067,-54.477278637239195,-48.35990404760102,-54.166085723749184,-54.19036199238355,-46.40578755958768,-58.03164143179833,-55.44698175686466,-51.67675330436884,-54.165263932476755,-48.65161318664217,-51.27887385555665,-54.30989218756951,-54.98475949603369,-49.52164587860399,-47.84828659404163,-49.71586730671943,-53.42114183436745,-46.97447527626351
-49.79910024655109,-54.21143386410979,-47.522041424355734,-53.81090396752197,-54.404160851204985,-54.975879708508124,-55.68691366372653,-47.66041722510724,-50.758119142351234,-51.19251132952489,-56.39300306894309,-58.207060388846685,-53.387678964064456,-54.24951131185178,-47.94352699549096,-55.796643565911666,-55.57771735170672,-55.116136626682916,-53.39502639351011,-46.55307062130178,-51.3930582980567,-53.223866359098984,-56.414659535733804,-52.28469605482352,-48.29742482165,-50.28940486058387,-53.22846377038558,-45.884829639052086
-48.35482767413427,-54.65180059116595,-48.64928029582264,-55.83897483106597,-52.06522508100643,-54.35830219296707,-57.262723084753645,-44.535989014756176,-52.380042925754715,-49.362885108678725,-56.856952768701106,-53.863380214144435,-55.04214215690819,-54.35287503484938,-49.46894711748782,-56.98751046872775,-53.932427108074194,-54.718848872933904,-53.844236251413506,-47.05349577800519,-50.9533539381045,-54.76786780348954,-55.19475109062369,-49.38708142615194,-48.29577671429733,-48.63136170289042,-52.60205174105665,-46.18505444848593
-50.75842149891466,-52.425178607173024,-49.44131679854885,-53.94296605174408,-54.6162554468827,-56.09212479019167,-55.288952999415116,-45.483398157574804,-52.69507749596249,-50.141405008117516,-56.1963289767242,-44.6230490500175,-54.28476918924101,-54.411777874490404,-49.18436075724598,-56.02509925921626,-53.40934557379428,-53.71685804034444,-54.42063354668947,-46.58790511583185,-53.380970632322935,-56.94078404393117,-54.50720497876567,-49.396282194249075,-49.36284763766142,-50.423549659903145,-54.57213824755136,-47.28747037161714
-48.933988261564025,-51.83722680241206,-49.27410142722995,-55.67666132966232,-55.068231206964214,-56.086223277234666,-57.489373407771204,-46.7729624768223,-52.14343951136499,-50.26545926529502,-54.461685721378394,-45.30150138927793,-55.16956592085064,-56.07928185481966,-45.97276311787006,-57.610641533058455,-53.89337235814247,-53.01400580145013,-54.504682166750484,-46.726770472472055,-52.835646011875795,-47.127242900617645,-55.68540268011592,-50.2150387117689,-46.32065569767899,-50.95141967951381,-53.96551651282951,-46.54248454077714
-49.7420943875085,-53.492994825774794,-46.41226299361403,-54.96032416120279,-55.82518599892625,-54.9024341048315,-56.70467401737032,-47.46766316570456,-52.44826066817793,-50.563609961394064,-54.39677781900337,-59.722725621063816,-55.017496207038334,-56.34264858280263,-47.72942170974775,-56.14517568139939,-54.755683467972354,-54.182830153536315,-53.4121504622398,-47.799713153528316,-51.330411327991975,-60.36061886504021,-55.875873851727555,-49.82938003012145,-49.24278469922018,-49.97715590801923,-54.111927612639455,-43.837687822185735
-51.9511985087619,-53.68206486203773,-46.88915059387485,-54.36473678402309,-55.656913322767394,-54.477112838794795,-57.20941031055952,-48.003069392173,-52.876142221478325,-51.068916013058534,-55.508470508321665,-51.49561947636586,-53.26522955540277,-54.478104810962556,-47.029570022609576,-56.30737248758212,-54.67360428292495,-54.12932209980684,-53.76309853795323,-47.74807617643693,-53.21839507489236,-58.272536689869696,-54.7063714106644,-50.3278368908942,-47.827114525338025,-49.65560967584221,-55.15731897299847,-47.42790828606701
-48.84487454646536,-55.57203926608123,-46.97342150891711,-55.0735942697586,-53.55688299405943,-53.378972152714184,-57.630736612539,-45.26765575079844,-51.025548396555486,-49.69674366856793,-55.42789486938058,-53.66796845662173,-56.36890715123517,-55.43198750570611,-48.29302157200716,-55.939139653287924,-53.97024051845648,-53.89827268214912,-55.82803140682846,-47.804257766619415,-52.39738279767325,-57.79927654930181,-54.17571210240196,-50.3279694639187,-47.670940367096556,-49.626521466234365,-54.52366032666782,-45.39907541830995
-50.111017551941835,-53.8326973550352,-45.77858294684607,-55.09765100072403,-53.63894945708193,-54.97944476597267,-57.34624117948423,-47.66542440623946,-50.97614308206086,-48.03429759284286,-55.88894722294179,-51.73913387581547,-55.262496510675206,-55.24184542368786,-48.125124408624906,-56.85450215711794,-54.534879992490964,-52.69131495465807,-54.55756897835197,-47.8855822741082,-52.174792413758695,-56.690186480230025,-53.78791140091961,-52.206709472781746,-48.64747394988623,-47.9248520581378,-54.20674957475393,-45.09437608281801
