0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-49.676437028347,-54.88102355108718,-48.859277780926426,-55.169085410458486,-54.84524513023124,-55.27007449694766,-53.00050369859788,-47.962612056160225,-51.18153179888456,-48.196988090935406,-55.15717229497618,-50.37084236330847,-55.35274859956994,-55.88296015460894,-48.023922337510086,-57.98696278296657,-55.84576184005288,-55.287835937210644,-53.55354728583021,-46.83329666167437,-52.35114716001358,-55.456121132636085,-55.8732557517847,-51.65302285370689,-48.16678388677915,-50.817564076711854,-53.233878549459625,-44.90023664707664
-49.80581152950941,-53.03475358303564,-47.805237584279546,-54.20912892568715,-53.10440947266514,-54.95469526681272,-57.65060850434995,-47.61397943770647,-49.300759917731085,-50.34787995970191,-55.57589537151615,-54.79209674798836,-53.302255552094984,-53.50347073167161,-48.75552769822287,-56.516156243896326,-54.44647682152639,-54.86631318427784,-54.05621114297272,-47.53327757094262,-52.64445437688425,-54.50199731492467,-53.513586041495614,-50.29001627015704,-47.66474354287841,-48.50653270519044,-53.623887184656695,-45.708691326565656
-51.31671943710111,-53.30487528477472,-48.441619086565645,-54.02531867363334,-54.62348704274993,-57.316960346552214,-54.61725916777216,-44.88955084014382,-53.48858095037127,-50.28468510922284,-55.52142592830071,-53.133972159176714,-55.37994725277693,-55.20067331982454,-47.875874576474196,-56.43758736150951,-53.05698461693507,-53.75455802843189,-53.234932875981045,-48.89430058627256,-51.26962553238665,-54.317905348123446,-54.63903559743491,-50.16207619093593,-48.08316904268223,-48.43667999820314,-54.92545486942307,-45.82573116531118
-50.468477583970014,-54.12018931440895,-48.64440156257241,-53.02889900435546,-54.404787560150034,-56.67463092647099,-48.76536145443088,-47.276051197649366,-52.92749174106618,-50.32485341993555,-54.92674817798283,-53.59366249180777,-53.19721439874104,-53.46278788290682,-50.211980295879144,-56.503039007117785,-54.69922420847107,-53.1966184653894,-53.85276051725876,-50.99069938261266,-51.88686039618805,-55.02077381406382,-56.059181052421486,-50.32640438066303,-47.58502192132684,-48.04558989552025,-53.773937783464056,-46.51099429742691
-48.50619571096042,-54.43417265279001,-47.656918229586864,-54.85205544851195,-54.237809888091284,-55.67632378347343,-55.32757922003857,-45.718470509713754,-52.05966259948441,-48.286808240919875,-53.619300363458386,-53.66183276290509,-53.182037557007064,-55.426236437589864,-47.50753605111407,-56.31709568595546,-55.06474508735794,-54.34744594628681,-55.11992669897167,-47.713903627564804,-52.9739774899361,-56.81279781659936,-54.63881617608346,-48.4559422454318,-47.672050872380936,-49.7201006409358,-53.26935626411208,-45.7181036000261
-50.400188880219964,-52.964927092246974,-48.027839547458065,-54.82603364356891,-55.14359826688179,-55.872577034075455,-62.1047201463612,-46.42467634941096,-51.981155595616656,-50.41639764375497,-57.71362581035815,-54.79151839625618,-56.186249734913304,-55.51153557093886,-47.52282989169672,-56.30215465154186,-55.508538326490715,-53.95736561429997,-53.98177178496678,-49.56453837094128,-53.13162771468685,-53.66141026641117,-55.59130386345682,-48.07470037198905,-47.162192074160046,-49.98970192380369,-54.500782004132105,-45.93398456740856
-49.51204663847073,-53.37280000227625,-47.66187665086289,-55.479299769645166,-53.99013294778338,-56.11631941635841,-52.10930197674402,-46.5940034203949,-53.52732544065008,-49.26322580618569,-55.700703651954406,-53.80150110296764,-54.33862298259026,-54.933986323383564,-47.56513932232684,-56.710585028464585,-53.24925830933011,-54.295938863336225,-53.90690310249633,-47.85399270686129,-52.758897754481836,-53.9391607300197,-54.859566391177644,-50.91626461482546,-47.932451534885075,-52.78129071303353,-56.24387228917258,-45.65928709356856
-49.74654960438714,-53.755159873123866,-47.62456724726954,-56.08708497814907,-53.647242639443,-55.352981150213246,-53.62611759713491,-46.6086117181846,-51.43666841937191,-50.55824727483083,-54.50754231792908,-54.10284503290677,-55.01264926059282,-56.10629781458229,-48.027904006897195,-57.50584877304645,-55.72380457997256,-54.230551182681594,-53.46412713885496,-49.11097980117719,-52.707515964222445,-54.11368274859524,-56.55655578509797,-51.55168898557901,-47.753851246509,-50.241174554439034,-55.37656140326719,-47.18111328684079
-49.059186334606125,-54.44175441256979,-47.55613795355594,-54.650193643803036,-54.400649849545225,-56.37524477703375,-60.738317777333116,-47.072478356969995,-52.19822715643863,-50.77944320422471,-55.88899525652808,-51.84618650688881,-54.351945074895056,-54.85136274416958,-48.33159274628903,-58.02970989937537,-53.816798652918216,-53.30352709628613,-54.697945918262,-48.42285929011385,-52.31409310703041,-55.38138503840001,-53.99008228657924,-48.70359123489643,-48.663908227593545,-50.64984876075923,-53.97097557490407,-46.02615870349153
-49.85742262229774,-53.77789098446349,-47.35213108847524,-54.28455727531661,-53.66337746239852,-53.79770426941281,-58.00471545724794,-46.57287165306487,-51.01814515324487,-49.73229182593127,-54.14194398887135,-55.154562243377704,-55.609755980809545,-55.60004858775342,-47.42092889922368,-57.6186085682501,-54.311093201413804,-53.60534193837248,-54.442484754987596,-49.37836205009101,-51.88404082613475,-55.997205814279994,-56.10273572529789,-49.58647607635337,-49.78096562877954,-49.59902059519097,-55.26451242220078,-45.61613214378932
-48.80927895742667,-53.74313375492382,-49.994086220440735,-54.635119290707124,-53.784143736881404,-54.39136547049372,-55.3436145350837,-46.226910065225105,-50.56236368675896,-52.08312305871826,-54.48395643851347,-55.958241837393174,-54.19840623814053,-55.56061727879631,-46.76019602135633,-56.678244122304555,-52.91757556900666,-55.809845937232474,-53.194596871466004,-49.4980188046705,-52.49766508764347,-54.83071264167726,-53.84592635690467,-47.81605774925171,-48.019063593138064,-51.095537344029374,-53.861901720796865,-46.3110984976361
-51.10201913152863,-54.301905042372866,-48.7851213512484,-54.26306385407313,-53.75891068456152,-55.3296785731307,-60.149184808870615,-47.00794241246103,-51.441375584270006,-50.35376481256393,-56.72944428668369,-53.017320207455704,-53.90950538918974,-54.748228004833955,-48.950048731959235,-55.82950538232207,-54.66878321902154,-53.21444809343021,-54.10680454099368,-49.25513335803055,-53.98333214009412,-55.4577352160694,-54.40107610569647,-49.36540920119858,-48.016912185263976,-48.97651182561196,-54.91792405201576,-46.05148151890036
-50.01594446909711,-52.4543705004161,-47.34333585822482,-56.32474326332139,-54.31235919235812,-55.46111208028857,-65.83211859935119,-45.3020843310198,-52.22691301290042,-51.6749865964614,-55.229446793219275,-53.23005208731027,-54.39144366977516,-56.11544014457311,-49.70221102496976,-57.93341935698948,-54.20005201162333,-53.78675599638164,-53.31051353043929,-49.17103133751489,-49.25223770916415,-55.56786300958882,-54.66357662292979,-51.05415180190267,-49.051813802879195,-50.37120614695911,-55.71597678896951,-46.827457494443536
-48.86301567401127,-53.32394719123149,-49.797933859710234,-55.35200546264579,-52.108626801391125,-56.42539697704922,-59.68636448348416,-44.597655323896895,-53.9438267437487,-49.38512609039773,-54.11349340716608,-53.99527189862852,-54.58693878775609,-53.732759775888496,-48.89753777703268,-57.351254493269884,-54.147305577938184,-52.98734640528607,-54.90545692552358,-48.44723569927267,-51.52602295511094,-56.736448939960226,-55.50171528735311,-49.36597116210269,-46.84804196472116,-50.77891515195639,-55.160558350794595,-45.475755432220566
-49.82990267669916,-53.570697781229924,-47.453414108119595,-55.20658160589653,-55.6978101384042,-55.16086777854178,-57.397756740186644,-46.59935026655555,-53.33155646205757,-52.80501297132395,-53.855304874722485,-54.347631571159596,-54.56170920938504,-53.526438257410554,-47.12262568677478,-58.25730450205296,-54.52886794643318,-55.31429914888192,-55.98052324438638,-48.088044390571426,-50.66025884814305,-54.576530570235384,-56.3242371186573,-49.07981797717002,-47.93063877698716,-48.2842432711156,-53.62803967464143,-46.92166845881953
-51.74378276009307,-54.19692222311192,-46.73637489171783,-55.796168637079106,-54.80126564827277,-55.21510689855433,-56.11991274937745,-46.64775105689076,-52.43654990959292,-50.45671784607277,-55.021362429167105,-54.955409237819445,-55.55457101700497,-52.49840583158779,-47.048621931660286,-57.06395887459879,-57.07877608772123,-54.33279753128524,-54.81369703558885,-49.45029314601906,-52.76548357319713,-55.46392975205081,-54.90579858517244,-50.843940478772,-48.35849552841536,-48.626141585652654,-53.713143808824896,-44.128624635756864
